role,generation,mean_fitness,size,optimal_genotype,interaction_values
prey,48,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,49,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,50,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,51,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,52,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,53,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,54,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,55,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,56,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,57,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,58,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,59,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,60,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,61,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,62,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,63,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,64,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,65,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,66,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,67,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,68,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,69,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,70,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,71,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,72,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,73,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,74,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,75,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,76,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,77,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,78,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,79,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,80,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,81,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,82,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,83,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,84,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,85,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,86,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,87,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,88,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,89,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,90,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,91,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,92,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,93,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,94,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,95,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,96,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,97,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,98,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,99,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,100,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,101,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,102,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,103,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,104,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,105,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,106,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,107,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,108,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,109,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,110,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,111,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,112,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,113,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,114,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,115,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,116,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,117,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,118,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,119,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,120,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,121,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,122,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,123,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,124,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,125,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,126,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,127,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,128,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,129,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,130,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,131,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,132,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,133,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,134,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,135,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,136,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,137,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,138,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,139,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,140,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,141,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,142,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,143,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,144,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,145,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,146,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,147,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,148,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,149,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,150,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,151,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,152,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,153,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,154,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,155,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,156,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,157,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,158,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,159,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,160,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,161,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,162,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,163,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,164,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,165,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,166,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,167,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,168,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,169,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,170,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,171,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,172,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,173,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,174,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,175,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,176,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,177,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,178,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,179,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,180,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,181,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,182,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,183,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,184,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,185,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,186,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,187,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,188,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,189,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,190,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,191,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,192,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,193,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,194,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,195,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,196,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,197,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,198,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
prey,199,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,0,0.033492179308730066,200,[2.46028292 2.42730282 2.48705342 2.53200769 2.26679737],"(-0.9, 0.2)"
predator,1,0.05127383552913209,11,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,2,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,3,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,4,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,5,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,6,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,7,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,8,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,9,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,10,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,11,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,12,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,13,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,14,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,15,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,16,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,17,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,18,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,19,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,20,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,21,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,22,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,23,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,24,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,25,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,26,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,27,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,28,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,29,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,30,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,31,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,32,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,33,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,34,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,35,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,36,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,37,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,38,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,39,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,40,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,41,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,42,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,43,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,44,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,45,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,46,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,47,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,48,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,49,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,50,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,51,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,52,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,53,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,54,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,55,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,56,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,57,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,58,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,59,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,60,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,61,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,62,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,63,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,64,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,65,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,66,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,67,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,68,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,69,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,70,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,71,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,72,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,73,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,74,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,75,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,76,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,77,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,78,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,79,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,80,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,81,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,82,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,83,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,84,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,85,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,86,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,87,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,88,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,89,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,90,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,91,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,92,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,93,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,94,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,95,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,96,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,97,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,98,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,99,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,100,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,101,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,102,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,103,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,104,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,105,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,106,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,107,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,108,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,109,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,110,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,111,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,112,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,113,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,114,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,115,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,116,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,117,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,118,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,119,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,120,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,121,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,122,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,123,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,124,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,125,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,126,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,127,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,128,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,129,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,130,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,131,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,132,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,133,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,134,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,135,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,136,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,137,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,138,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,139,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,140,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,141,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,142,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,143,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,144,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,145,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,146,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,147,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,148,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,149,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,150,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,151,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,152,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,153,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,154,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,155,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,156,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,157,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,158,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,159,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,160,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,161,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,162,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,163,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,164,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,165,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,166,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,167,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,168,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,169,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,170,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,171,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,172,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,173,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,174,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,175,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,176,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,177,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,178,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,179,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,180,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,181,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,182,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,183,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,184,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,185,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,186,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
predator,187,0.0,0,[1. 1. 1. 1. 1.],"(-0.9, 0.2)"
